,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48
455,52.0,53.0,54.0,53.0,51.0,53.0,53.0,50.0,52.0,52.0,53.0,53.0,54.0,53.0,51.0,54.0,51.0,51.0,54.0,52.0,49.0,54.0,52.0,53.0,52.0,50.0,53.0,52.0,53.0,54.0,52.0,52.0,55.0,52.0,53.0,51.0,53.0,51.0,53.0,54.0,53.0,54.0,54.0,52.0,53.0,50.0,52.0,54.0,53.0
456,53.0,52.0,52.0,53.0,51.0,50.0,54.0,54.0,53.0,53.0,52.0,52.0,53.0,53.0,51.0,53.0,52.0,53.0,52.0,52.0,50.0,53.0,53.0,51.0,54.0,54.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,51.0,52.0,52.0,53.0,53.0,52.0,51.0,54.0,52.0,53.0,52.0,53.0,52.0,50.0,52.0,52.0
457,52.0,52.0,53.0,54.0,53.0,49.0,53.0,52.0,54.0,53.0,53.0,51.0,54.0,52.0,52.0,51.0,54.0,53.0,53.0,52.0,54.0,52.0,54.0,50.0,53.0,54.0,53.0,54.0,51.0,52.0,52.0,54.0,53.0,54.0,53.0,51.0,52.0,50.0,54.0,51.0,52.0,51.0,51.0,54.0,53.0,51.0,49.0,52.0,54.0
458,54.0,54.0,54.0,52.0,52.0,53.0,50.0,52.0,53.0,53.0,51.0,53.0,53.0,53.0,55.0,54.0,52.0,51.0,53.0,52.0,51.0,52.0,50.0,52.0,52.0,51.0,52.0,54.0,55.0,54.0,53.0,53.0,51.0,51.0,52.0,51.0,53.0,53.0,53.0,53.0,52.0,54.0,50.0,52.0,54.0,53.0,52.0,52.0,52.0
459,53.0,53.0,50.0,55.0,54.0,52.0,54.0,53.0,51.0,52.0,53.0,54.0,51.0,53.0,53.0,54.0,52.0,51.0,50.0,52.0,51.0,53.0,53.0,51.0,51.0,54.0,52.0,53.0,52.0,54.0,53.0,51.0,50.0,51.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,50.0,54.0,55.0,53.0,52.0,52.0
460,51.0,53.0,51.0,53.0,51.0,51.0,54.0,53.0,53.0,53.0,51.0,54.0,53.0,53.0,54.0,53.0,54.0,50.0,53.0,51.0,54.0,53.0,53.0,53.0,54.0,53.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,54.0,52.0,53.0,52.0,52.0,52.0,53.0,55.0,50.0,54.0,51.0,52.0,52.0,54.0,52.0
461,52.0,52.0,51.0,52.0,52.0,51.0,55.0,51.0,53.0,53.0,52.0,53.0,53.0,52.0,54.0,53.0,53.0,51.0,53.0,51.0,53.0,54.0,53.0,53.0,54.0,52.0,52.0,52.0,53.0,51.0,52.0,55.0,49.0,52.0,54.0,50.0,54.0,52.0,51.0,55.0,53.0,53.0,50.0,53.0,52.0,53.0,53.0,53.0,53.0
462,55.0,52.0,53.0,53.0,52.0,51.0,52.0,53.0,52.0,53.0,53.0,50.0,52.0,51.0,53.0,53.0,51.0,51.0,51.0,52.0,52.0,51.0,53.0,54.0,52.0,51.0,52.0,52.0,54.0,52.0,53.0,55.0,52.0,55.0,56.0,54.0,53.0,52.0,52.0,52.0,50.0,53.0,55.0,53.0,54.0,53.0,52.0,54.0,52.0
463,52.0,54.0,54.0,53.0,52.0,53.0,53.0,51.0,54.0,52.0,52.0,52.0,53.0,54.0,52.0,53.0,52.0,52.0,52.0,54.0,53.0,53.0,53.0,54.0,53.0,52.0,52.0,52.0,54.0,52.0,52.0,53.0,51.0,53.0,53.0,54.0,53.0,52.0,52.0,51.0,54.0,53.0,51.0,53.0,53.0,53.0,54.0,50.0,54.0
464,53.0,51.0,51.0,54.0,52.0,54.0,53.0,51.0,54.0,52.0,55.0,53.0,51.0,53.0,53.0,54.0,56.0,53.0,50.0,51.0,53.0,53.0,51.0,52.0,52.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0,51.0,51.0,51.0,52.0,53.0,50.0,53.0,54.0,52.0,53.0,52.0,53.0,53.0,53.0,52.0,54.0
465,51.0,52.0,54.0,51.0,53.0,52.0,50.0,52.0,52.0,51.0,51.0,53.0,53.0,50.0,53.0,55.0,54.0,52.0,52.0,53.0,54.0,53.0,54.0,51.0,51.0,50.0,54.0,53.0,52.0,52.0,52.0,55.0,54.0,51.0,54.0,51.0,53.0,52.0,51.0,55.0,52.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,51.0
466,51.0,53.0,53.0,53.0,52.0,53.0,52.0,50.0,52.0,51.0,52.0,53.0,53.0,53.0,52.0,52.0,50.0,53.0,53.0,54.0,54.0,52.0,52.0,52.0,53.0,55.0,53.0,51.0,53.0,52.0,52.0,51.0,52.0,51.0,54.0,53.0,53.0,52.0,52.0,52.0,54.0,51.0,52.0,49.0,51.0,51.0,52.0,53.0,53.0
467,53.0,52.0,52.0,54.0,53.0,53.0,54.0,52.0,52.0,54.0,55.0,53.0,51.0,52.0,53.0,54.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,51.0,51.0,53.0,52.0,50.0,55.0,50.0,54.0,54.0,54.0,52.0,52.0,54.0,55.0,51.0,51.0,51.0,51.0,53.0,52.0
468,52.0,49.0,53.0,52.0,52.0,53.0,53.0,53.0,54.0,53.0,52.0,54.0,54.0,53.0,53.0,53.0,52.0,53.0,54.0,52.0,49.0,52.0,53.0,52.0,54.0,52.0,53.0,53.0,52.0,53.0,51.0,52.0,53.0,51.0,53.0,50.0,53.0,54.0,52.0,53.0,51.0,53.0,51.0,53.0,53.0,52.0,55.0,53.0,52.0
469,53.0,54.0,52.0,53.0,52.0,54.0,53.0,53.0,54.0,51.0,53.0,53.0,51.0,56.0,55.0,52.0,52.0,51.0,52.0,50.0,51.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,50.0,54.0,56.0,52.0,53.0,53.0,51.0,52.0,52.0,54.0,50.0,51.0,53.0,51.0,52.0,54.0,52.0,53.0,54.0,51.0
470,53.0,54.0,53.0,52.0,52.0,49.0,52.0,52.0,55.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,53.0,51.0,55.0,53.0,54.0,52.0,54.0,51.0,51.0,52.0,51.0,52.0,51.0,50.0,52.0,53.0,51.0,52.0,53.0,52.0,53.0,51.0,54.0,51.0,52.0,52.0,51.0,52.0,54.0,51.0,52.0,54.0,51.0
471,54.0,53.0,53.0,51.0,51.0,52.0,51.0,52.0,50.0,53.0,52.0,52.0,53.0,53.0,54.0,53.0,52.0,51.0,53.0,51.0,51.0,50.0,51.0,51.0,54.0,51.0,53.0,52.0,54.0,53.0,52.0,52.0,50.0,52.0,52.0,51.0,52.0,53.0,52.0,54.0,52.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,52.0
472,53.0,54.0,53.0,53.0,52.0,51.0,52.0,52.0,52.0,54.0,51.0,51.0,53.0,53.0,52.0,53.0,52.0,54.0,55.0,50.0,53.0,52.0,55.0,51.0,54.0,50.0,52.0,52.0,53.0,52.0,54.0,54.0,55.0,53.0,53.0,52.0,52.0,52.0,53.0,54.0,55.0,52.0,53.0,53.0,52.0,52.0,54.0,54.0,53.0
473,54.0,55.0,53.0,52.0,53.0,54.0,54.0,52.0,53.0,52.0,51.0,53.0,52.0,53.0,52.0,51.0,52.0,52.0,53.0,51.0,53.0,53.0,53.0,52.0,53.0,52.0,51.0,54.0,53.0,52.0,52.0,54.0,50.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,50.0,52.0,53.0,54.0,53.0,53.0,52.0,55.0,51.0
474,53.0,55.0,51.0,54.0,52.0,56.0,52.0,51.0,52.0,53.0,52.0,51.0,52.0,53.0,52.0,54.0,53.0,52.0,51.0,52.0,53.0,52.0,52.0,51.0,52.0,54.0,52.0,55.0,53.0,51.0,54.0,53.0,53.0,54.0,52.0,52.0,52.0,52.0,54.0,53.0,53.0,55.0,52.0,54.0,52.0,52.0,52.0,48.0,52.0
475,52.0,51.0,52.0,51.0,51.0,53.0,55.0,52.0,54.0,53.0,52.0,54.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,51.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,51.0,54.0,53.0,53.0,52.0,54.0,53.0,53.0,53.0,54.0,52.0,53.0,55.0,52.0,53.0,53.0,54.0,53.0,52.0,53.0
476,51.0,53.0,52.0,51.0,54.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0,54.0,52.0,53.0,52.0,50.0,51.0,51.0,53.0,53.0,50.0,53.0,54.0,52.0,53.0,53.0,51.0,54.0,55.0,53.0,51.0,53.0,55.0,53.0,53.0,52.0,51.0,53.0,52.0,52.0,54.0,52.0,54.0,54.0,54.0,55.0
477,54.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,51.0,51.0,54.0,53.0,50.0,51.0,52.0,54.0,50.0,51.0,53.0,52.0,54.0,53.0,51.0,54.0,52.0,54.0,52.0,52.0,51.0,52.0,54.0,51.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,52.0,51.0,55.0,53.0
478,53.0,52.0,51.0,52.0,52.0,53.0,55.0,52.0,52.0,52.0,53.0,53.0,52.0,50.0,53.0,52.0,54.0,51.0,55.0,53.0,51.0,53.0,52.0,51.0,54.0,53.0,52.0,51.0,52.0,54.0,50.0,52.0,54.0,51.0,52.0,52.0,50.0,53.0,51.0,52.0,52.0,55.0,53.0,51.0,54.0,52.0,51.0,52.0,51.0
479,53.0,51.0,51.0,53.0,53.0,53.0,50.0,52.0,53.0,53.0,51.0,51.0,51.0,53.0,54.0,55.0,54.0,52.0,52.0,51.0,53.0,52.0,51.0,52.0,54.0,53.0,52.0,51.0,49.0,51.0,53.0,52.0,52.0,52.0,51.0,51.0,51.0,50.0,54.0,54.0,53.0,50.0,53.0,51.0,55.0,52.0,54.0,52.0,52.0
480,52.0,52.0,53.0,53.0,53.0,53.0,52.0,53.0,54.0,54.0,53.0,53.0,52.0,50.0,54.0,54.0,52.0,53.0,52.0,53.0,52.0,51.0,52.0,52.0,53.0,51.0,51.0,50.0,52.0,52.0,52.0,54.0,51.0,52.0,52.0,53.0,52.0,52.0,53.0,54.0,52.0,53.0,53.0,51.0,55.0,51.0,56.0,53.0,52.0
481,53.0,52.0,53.0,53.0,53.0,51.0,53.0,53.0,51.0,51.0,54.0,52.0,53.0,53.0,54.0,53.0,54.0,51.0,54.0,51.0,51.0,53.0,51.0,52.0,52.0,53.0,54.0,51.0,52.0,52.0,52.0,53.0,52.0,53.0,53.0,54.0,51.0,52.0,52.0,51.0,53.0,53.0,53.0,52.0,54.0,55.0,52.0,52.0,52.0
482,52.0,51.0,54.0,53.0,51.0,52.0,52.0,53.0,53.0,50.0,53.0,53.0,50.0,53.0,52.0,54.0,50.0,52.0,53.0,54.0,53.0,54.0,52.0,52.0,51.0,52.0,53.0,53.0,52.0,53.0,53.0,54.0,54.0,54.0,52.0,53.0,51.0,54.0,53.0,53.0,52.0,52.0,54.0,52.0,55.0,55.0,51.0,53.0,53.0
483,54.0,53.0,51.0,53.0,53.0,52.0,55.0,52.0,53.0,54.0,53.0,55.0,52.0,51.0,55.0,52.0,52.0,52.0,51.0,51.0,53.0,56.0,52.0,51.0,53.0,52.0,51.0,51.0,53.0,51.0,52.0,54.0,54.0,53.0,50.0,53.0,51.0,53.0,54.0,50.0,51.0,49.0,52.0,52.0,55.0,55.0,52.0,55.0,54.0
484,52.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,50.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,51.0,52.0,51.0,52.0,53.0,54.0,53.0,52.0,52.0,51.0,52.0,54.0,53.0,51.0,53.0,50.0,52.0,53.0,52.0,53.0,55.0,53.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,54.0
485,53.0,51.0,55.0,52.0,52.0,51.0,53.0,54.0,53.0,51.0,52.0,53.0,53.0,50.0,52.0,51.0,52.0,53.0,54.0,53.0,50.0,53.0,52.0,52.0,54.0,52.0,54.0,50.0,52.0,52.0,53.0,52.0,52.0,49.0,52.0,54.0,54.0,52.0,53.0,54.0,53.0,51.0,53.0,51.0,54.0,52.0,55.0,51.0,52.0
486,54.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,54.0,54.0,52.0,53.0,53.0,51.0,52.0,53.0,53.0,53.0,55.0,52.0,51.0,53.0,52.0,53.0,51.0,52.0,52.0,54.0,53.0,53.0,53.0,52.0,54.0,51.0,53.0,50.0,53.0,55.0,52.0,51.0,52.0
487,52.0,52.0,54.0,51.0,52.0,52.0,52.0,51.0,52.0,54.0,52.0,54.0,52.0,52.0,53.0,54.0,51.0,51.0,51.0,51.0,55.0,50.0,53.0,52.0,54.0,52.0,53.0,53.0,53.0,51.0,54.0,52.0,52.0,54.0,52.0,53.0,52.0,52.0,54.0,54.0,52.0,52.0,53.0,54.0,53.0,51.0,54.0,52.0,53.0
488,53.0,52.0,51.0,52.0,52.0,54.0,52.0,51.0,53.0,51.0,52.0,52.0,53.0,51.0,53.0,53.0,54.0,51.0,55.0,52.0,51.0,53.0,51.0,52.0,53.0,52.0,50.0,51.0,52.0,53.0,53.0,50.0,54.0,52.0,52.0,52.0,53.0,52.0,51.0,53.0,53.0,53.0,52.0,53.0,54.0,52.0,53.0,53.0,53.0
489,53.0,54.0,50.0,53.0,50.0,51.0,52.0,52.0,55.0,52.0,50.0,50.0,52.0,50.0,53.0,53.0,52.0,55.0,53.0,52.0,55.0,52.0,52.0,53.0,54.0,53.0,53.0,52.0,51.0,52.0,54.0,52.0,52.0,53.0,50.0,53.0,54.0,52.0,53.0,53.0,52.0,53.0,54.0,53.0,52.0,52.0,53.0,52.0,54.0
490,53.0,53.0,54.0,50.0,50.0,53.0,53.0,51.0,53.0,51.0,52.0,54.0,53.0,51.0,51.0,54.0,52.0,50.0,50.0,53.0,53.0,53.0,52.0,51.0,54.0,51.0,54.0,53.0,52.0,51.0,52.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,52.0,54.0,52.0,54.0,51.0,52.0
491,55.0,53.0,54.0,52.0,53.0,52.0,55.0,52.0,51.0,51.0,53.0,50.0,53.0,50.0,54.0,54.0,54.0,54.0,52.0,53.0,52.0,53.0,50.0,53.0,55.0,52.0,52.0,51.0,53.0,52.0,52.0,54.0,51.0,53.0,51.0,51.0,52.0,53.0,53.0,53.0,54.0,52.0,52.0,51.0,52.0,52.0,53.0,52.0,51.0
492,54.0,53.0,54.0,52.0,51.0,52.0,50.0,53.0,54.0,53.0,52.0,53.0,52.0,51.0,54.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,54.0,53.0,52.0,52.0,51.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,51.0,54.0,53.0,53.0,54.0,52.0,51.0,54.0,55.0,54.0,53.0,49.0,55.0,53.0,53.0
493,51.0,52.0,52.0,52.0,51.0,53.0,53.0,51.0,53.0,54.0,53.0,52.0,54.0,55.0,53.0,54.0,52.0,48.0,51.0,51.0,51.0,53.0,51.0,51.0,54.0,50.0,52.0,52.0,50.0,52.0,53.0,52.0,51.0,52.0,52.0,52.0,51.0,50.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,51.0,53.0,52.0,52.0
494,53.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,53.0,53.0,54.0,54.0,53.0,54.0,54.0,54.0,53.0,51.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,53.0,53.0,52.0,53.0,55.0,54.0,53.0,54.0,52.0,53.0,51.0,53.0,53.0,52.0,54.0,51.0,53.0,52.0,52.0,53.0,53.0,50.0,55.0
495,54.0,53.0,56.0,53.0,52.0,53.0,52.0,54.0,52.0,53.0,53.0,54.0,52.0,51.0,54.0,53.0,53.0,54.0,53.0,53.0,54.0,52.0,51.0,54.0,51.0,51.0,53.0,54.0,53.0,52.0,52.0,51.0,53.0,54.0,53.0,53.0,52.0,53.0,52.0,51.0,51.0,52.0,54.0,53.0,54.0,52.0,56.0,52.0,53.0
496,54.0,52.0,51.0,53.0,51.0,53.0,53.0,53.0,52.0,56.0,52.0,52.0,52.0,52.0,54.0,53.0,53.0,51.0,54.0,50.0,52.0,54.0,51.0,54.0,52.0,53.0,51.0,51.0,52.0,50.0,53.0,53.0,52.0,52.0,51.0,52.0,50.0,51.0,54.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0
497,52.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,54.0,53.0,52.0,52.0,51.0,53.0,55.0,52.0,52.0,52.0,52.0,52.0,54.0,53.0,52.0,55.0,52.0,53.0,51.0,51.0,51.0,53.0,54.0,52.0,53.0,51.0,53.0,54.0,53.0,53.0,54.0,53.0,51.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0
498,52.0,52.0,53.0,50.0,51.0,53.0,53.0,52.0,52.0,54.0,53.0,54.0,52.0,50.0,56.0,51.0,52.0,53.0,53.0,52.0,52.0,53.0,51.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0,51.0,51.0,52.0,54.0,52.0,53.0,51.0,53.0,52.0,52.0,52.0,51.0,51.0,51.0,53.0,53.0,54.0,52.0,53.0
499,53.0,51.0,52.0,51.0,53.0,50.0,52.0,53.0,51.0,53.0,53.0,54.0,53.0,50.0,54.0,52.0,52.0,54.0,53.0,51.0,53.0,52.0,51.0,53.0,55.0,54.0,52.0,52.0,53.0,52.0,55.0,53.0,52.0,52.0,51.0,50.0,52.0,52.0,52.0,52.0,52.0,53.0,54.0,52.0,53.0,53.0,54.0,52.0,54.0
500,51.0,53.0,53.0,52.0,51.0,51.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,55.0,53.0,50.0,54.0,50.0,51.0,52.0,51.0,52.0,54.0,52.0,53.0,49.0,55.0,53.0,52.0,53.0,51.0,52.0,53.0,53.0,53.0,53.0,52.0,54.0,52.0,50.0,53.0,54.0,51.0,53.0,54.0,52.0,53.0
501,53.0,50.0,52.0,52.0,51.0,51.0,53.0,52.0,52.0,54.0,51.0,51.0,51.0,53.0,54.0,54.0,52.0,53.0,51.0,53.0,51.0,53.0,51.0,51.0,53.0,53.0,53.0,51.0,54.0,51.0,53.0,53.0,52.0,53.0,52.0,51.0,52.0,53.0,51.0,52.0,51.0,51.0,52.0,52.0,52.0,54.0,52.0,52.0,53.0
502,52.0,52.0,55.0,53.0,50.0,52.0,53.0,52.0,54.0,54.0,55.0,53.0,50.0,51.0,53.0,52.0,53.0,53.0,53.0,52.0,50.0,52.0,53.0,51.0,54.0,53.0,52.0,53.0,52.0,53.0,53.0,55.0,51.0,52.0,53.0,54.0,50.0,52.0,54.0,52.0,51.0,52.0,52.0,54.0,52.0,52.0,54.0,53.0,52.0
503,51.0,52.0,53.0,53.0,51.0,53.0,53.0,51.0,54.0,53.0,51.0,52.0,54.0,53.0,53.0,54.0,54.0,52.0,53.0,53.0,51.0,53.0,51.0,51.0,54.0,54.0,51.0,52.0,53.0,53.0,51.0,54.0,51.0,53.0,53.0,52.0,50.0,50.0,51.0,52.0,52.0,54.0,53.0,54.0,52.0,53.0,51.0,53.0,50.0
504,53.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0,52.0,50.0,51.0,53.0,51.0,52.0,53.0,54.0,53.0,52.0,54.0,53.0,53.0,52.0,53.0,53.0,51.0,54.0,52.0,51.0,54.0,50.0,53.0,52.0,53.0,53.0,52.0,51.0,52.0,52.0,55.0,54.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0
505,54.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,51.0,54.0,52.0,53.0,51.0,52.0,52.0,53.0,50.0,54.0,51.0,51.0,51.0,52.0,51.0,52.0,50.0,52.0,53.0,52.0,52.0,52.0,51.0,53.0,52.0,52.0,52.0,52.0,51.0,53.0,52.0,52.0,50.0,53.0,53.0,52.0,52.0,54.0,53.0,52.0
506,53.0,52.0,52.0,53.0,54.0,51.0,54.0,52.0,53.0,51.0,53.0,50.0,52.0,50.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,51.0,52.0,53.0,54.0,55.0,51.0,53.0,53.0,52.0,55.0,50.0,53.0,53.0,52.0,51.0,50.0,52.0,52.0,53.0,52.0,53.0,51.0,52.0,53.0,53.0,53.0,52.0
507,54.0,53.0,52.0,53.0,54.0,52.0,53.0,54.0,52.0,53.0,53.0,54.0,53.0,52.0,54.0,53.0,51.0,51.0,53.0,52.0,51.0,51.0,53.0,53.0,51.0,54.0,53.0,54.0,52.0,53.0,55.0,54.0,51.0,52.0,51.0,53.0,53.0,52.0,53.0,53.0,53.0,54.0,54.0,52.0,54.0,52.0,52.0,54.0,53.0
508,52.0,52.0,52.0,53.0,52.0,54.0,51.0,53.0,51.0,55.0,53.0,53.0,53.0,51.0,53.0,53.0,53.0,50.0,55.0,50.0,52.0,53.0,51.0,52.0,53.0,54.0,53.0,51.0,52.0,53.0,53.0,50.0,54.0,52.0,50.0,52.0,52.0,54.0,52.0,55.0,52.0,52.0,52.0,54.0,50.0,53.0,55.0,53.0,53.0
509,53.0,53.0,55.0,54.0,52.0,52.0,54.0,53.0,53.0,52.0,53.0,53.0,52.0,50.0,54.0,51.0,50.0,54.0,53.0,51.0,52.0,53.0,52.0,52.0,52.0,54.0,52.0,49.0,53.0,51.0,54.0,56.0,52.0,53.0,54.0,52.0,54.0,51.0,53.0,55.0,54.0,52.0,53.0,51.0,53.0,53.0,53.0,53.0,55.0
510,52.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,53.0,51.0,54.0,53.0,51.0,51.0,51.0,51.0,52.0,53.0,52.0,53.0,53.0,52.0,51.0,55.0,51.0,51.0,51.0,52.0,54.0,52.0,51.0,53.0,51.0,53.0,53.0,52.0,52.0,53.0,51.0,53.0,51.0,51.0,52.0,54.0,54.0,52.0,51.0,52.0,53.0
511,54.0,53.0,54.0,52.0,53.0,52.0,53.0,51.0,53.0,52.0,53.0,52.0,52.0,50.0,54.0,52.0,53.0,51.0,53.0,53.0,52.0,54.0,51.0,52.0,53.0,53.0,52.0,53.0,53.0,50.0,54.0,51.0,51.0,53.0,52.0,52.0,52.0,53.0,52.0,54.0,50.0,53.0,52.0,53.0,51.0,53.0,54.0,51.0,54.0
512,53.0,52.0,54.0,51.0,54.0,51.0,55.0,52.0,54.0,52.0,53.0,52.0,53.0,50.0,53.0,53.0,53.0,53.0,52.0,52.0,54.0,54.0,52.0,52.0,51.0,53.0,54.0,52.0,54.0,52.0,53.0,55.0,52.0,52.0,53.0,53.0,53.0,53.0,54.0,53.0,52.0,52.0,53.0,53.0,53.0,52.0,54.0,53.0,53.0
513,53.0,53.0,54.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,54.0,51.0,50.0,50.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,51.0,54.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,50.0,52.0,52.0,51.0,52.0,52.0,50.0,52.0,54.0,52.0,53.0,52.0,51.0,53.0,54.0,52.0,53.0
514,55.0,52.0,53.0,52.0,53.0,53.0,53.0,55.0,52.0,53.0,54.0,53.0,52.0,51.0,52.0,53.0,53.0,52.0,51.0,53.0,53.0,52.0,53.0,52.0,52.0,49.0,52.0,51.0,54.0,53.0,54.0,54.0,50.0,52.0,52.0,51.0,53.0,53.0,51.0,52.0,52.0,51.0,53.0,52.0,52.0,53.0,53.0,50.0,52.0
515,52.0,51.0,52.0,52.0,52.0,52.0,55.0,53.0,52.0,52.0,52.0,53.0,55.0,53.0,52.0,53.0,53.0,51.0,55.0,53.0,51.0,52.0,53.0,53.0,53.0,51.0,54.0,53.0,54.0,54.0,51.0,53.0,52.0,52.0,52.0,54.0,52.0,52.0,53.0,53.0,51.0,51.0,55.0,52.0,54.0,53.0,53.0,51.0,53.0
516,53.0,53.0,51.0,53.0,53.0,51.0,53.0,51.0,53.0,54.0,52.0,53.0,52.0,53.0,53.0,53.0,52.0,53.0,54.0,51.0,54.0,53.0,51.0,52.0,54.0,53.0,52.0,54.0,52.0,53.0,51.0,53.0,51.0,53.0,51.0,52.0,54.0,52.0,51.0,53.0,52.0,51.0,51.0,51.0,53.0,55.0,52.0,51.0,52.0
517,53.0,53.0,54.0,53.0,53.0,52.0,53.0,52.0,54.0,53.0,52.0,54.0,51.0,51.0,52.0,52.0,49.0,51.0,52.0,51.0,52.0,51.0,53.0,52.0,52.0,51.0,53.0,53.0,52.0,53.0,54.0,52.0,51.0,52.0,53.0,51.0,54.0,51.0,54.0,54.0,51.0,51.0,52.0,52.0,53.0,50.0,54.0,53.0,53.0
518,53.0,52.0,53.0,53.0,53.0,51.0,53.0,53.0,54.0,53.0,53.0,53.0,55.0,50.0,54.0,52.0,51.0,53.0,52.0,50.0,51.0,52.0,52.0,52.0,54.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,50.0,52.0,53.0,54.0,52.0,53.0,52.0,52.0,51.0,50.0,53.0,52.0,52.0,52.0,52.0,52.0,50.0
519,53.0,54.0,50.0,53.0,54.0,50.0,53.0,52.0,52.0,52.0,53.0,54.0,53.0,52.0,54.0,53.0,53.0,51.0,51.0,53.0,52.0,51.0,52.0,52.0,54.0,52.0,51.0,50.0,52.0,51.0,53.0,55.0,50.0,53.0,53.0,53.0,52.0,50.0,55.0,54.0,52.0,51.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0
520,54.0,54.0,54.0,52.0,52.0,53.0,52.0,51.0,52.0,53.0,54.0,54.0,50.0,51.0,53.0,53.0,53.0,50.0,54.0,52.0,53.0,50.0,51.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,51.0,51.0,52.0,52.0,54.0,54.0,51.0,54.0,52.0,53.0,53.0,52.0,54.0,54.0,52.0,52.0,55.0
521,53.0,54.0,52.0,53.0,52.0,53.0,53.0,50.0,52.0,52.0,53.0,53.0,53.0,53.0,55.0,51.0,52.0,53.0,52.0,54.0,53.0,51.0,53.0,53.0,55.0,54.0,53.0,52.0,53.0,52.0,53.0,54.0,51.0,54.0,51.0,51.0,52.0,53.0,52.0,52.0,50.0,52.0,52.0,52.0,53.0,54.0,54.0,52.0,54.0
522,54.0,54.0,56.0,53.0,54.0,52.0,51.0,51.0,53.0,51.0,52.0,52.0,56.0,49.0,52.0,53.0,53.0,53.0,53.0,51.0,53.0,52.0,53.0,51.0,54.0,54.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,54.0,53.0,53.0,51.0,52.0,52.0,56.0,52.0,53.0,54.0,53.0,51.0,53.0
523,52.0,52.0,52.0,51.0,54.0,52.0,53.0,51.0,52.0,52.0,51.0,53.0,53.0,54.0,53.0,54.0,53.0,53.0,54.0,54.0,55.0,53.0,52.0,52.0,50.0,52.0,51.0,52.0,54.0,51.0,53.0,54.0,52.0,52.0,52.0,52.0,54.0,56.0,54.0,53.0,51.0,49.0,53.0,52.0,51.0,49.0,52.0,52.0,51.0
