,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51
297,53.0,51.0,52.0,52.0,53.0,50.0,54.0,52.0,52.0,56.0,52.0,56.0,52.0,53.0,51.0,52.0,52.0,55.0,51.0,53.0,52.0,54.0,52.0,51.0,50.0,55.0,51.0,51.0,53.0,52.0,51.0,53.0,51.0,51.0,54.0,39.0,54.0,52.0,50.0,55.0,54.0,53.0,52.0,51.0,50.0,53.0,53.0,53.0,52.0,52.0,51.0,54.0
298,53.0,52.0,51.0,51.0,52.0,51.0,51.0,53.0,52.0,56.0,54.0,52.0,52.0,53.0,52.0,52.0,53.0,51.0,54.0,53.0,52.0,54.0,51.0,51.0,53.0,52.0,52.0,51.0,53.0,55.0,51.0,53.0,53.0,53.0,52.0,49.0,52.0,52.0,52.0,54.0,55.0,52.0,51.0,53.0,49.0,52.0,52.0,51.0,52.0,53.0,53.0,52.0
299,51.0,55.0,52.0,53.0,54.0,51.0,53.0,53.0,50.0,52.0,53.0,51.0,52.0,51.0,51.0,54.0,54.0,51.0,51.0,54.0,52.0,51.0,52.0,53.0,52.0,52.0,52.0,54.0,53.0,49.0,51.0,51.0,52.0,52.0,51.0,33.0,51.0,51.0,53.0,51.0,53.0,51.0,52.0,52.0,53.0,53.0,52.0,51.0,52.0,52.0,51.0,53.0
300,52.0,52.0,54.0,52.0,53.0,51.0,53.0,52.0,51.0,49.0,54.0,52.0,49.0,51.0,52.0,53.0,52.0,53.0,51.0,53.0,54.0,54.0,52.0,50.0,53.0,54.0,54.0,53.0,52.0,49.0,53.0,53.0,52.0,51.0,53.0,31.0,52.0,51.0,53.0,54.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,53.0,54.0,51.0,52.0,51.0
301,52.0,52.0,52.0,53.0,51.0,52.0,53.0,52.0,51.0,56.0,52.0,52.0,50.0,51.0,51.0,53.0,53.0,54.0,52.0,51.0,52.0,54.0,53.0,50.0,52.0,53.0,52.0,54.0,53.0,54.0,51.0,54.0,53.0,53.0,53.0,44.0,52.0,52.0,52.0,55.0,52.0,54.0,53.0,52.0,52.0,51.0,53.0,53.0,53.0,52.0,53.0,51.0
302,46.0,51.0,51.0,51.0,53.0,53.0,53.0,52.0,54.0,54.0,54.0,51.0,51.0,52.0,52.0,52.0,54.0,54.0,54.0,53.0,52.0,52.0,54.0,51.0,52.0,54.0,53.0,51.0,51.0,53.0,51.0,52.0,51.0,51.0,53.0,43.0,53.0,51.0,51.0,52.0,51.0,54.0,54.0,52.0,54.0,52.0,49.0,52.0,55.0,52.0,53.0,50.0
303,52.0,51.0,54.0,52.0,51.0,52.0,51.0,52.0,51.0,52.0,55.0,51.0,53.0,52.0,52.0,50.0,53.0,51.0,51.0,52.0,50.0,54.0,51.0,50.0,53.0,53.0,53.0,53.0,51.0,49.0,51.0,54.0,53.0,53.0,53.0,45.0,53.0,53.0,53.0,51.0,52.0,54.0,53.0,51.0,53.0,51.0,52.0,51.0,52.0,53.0,53.0,52.0
304,51.0,53.0,52.0,51.0,53.0,54.0,53.0,53.0,49.0,52.0,54.0,53.0,53.0,51.0,51.0,54.0,52.0,54.0,52.0,51.0,53.0,53.0,50.0,53.0,52.0,53.0,52.0,51.0,52.0,54.0,53.0,52.0,51.0,52.0,54.0,49.0,52.0,50.0,51.0,54.0,54.0,54.0,52.0,51.0,53.0,54.0,52.0,50.0,53.0,53.0,52.0,52.0
305,50.0,51.0,50.0,53.0,52.0,52.0,53.0,51.0,52.0,57.0,53.0,52.0,50.0,50.0,51.0,53.0,53.0,52.0,53.0,52.0,51.0,54.0,50.0,51.0,52.0,53.0,52.0,48.0,53.0,55.0,52.0,52.0,53.0,53.0,52.0,50.0,52.0,49.0,51.0,53.0,53.0,54.0,52.0,53.0,53.0,51.0,52.0,52.0,53.0,52.0,52.0,51.0
306,52.0,52.0,54.0,52.0,53.0,52.0,51.0,52.0,53.0,50.0,50.0,51.0,50.0,46.0,52.0,52.0,53.0,51.0,50.0,53.0,50.0,53.0,50.0,53.0,53.0,54.0,52.0,50.0,52.0,53.0,54.0,53.0,53.0,52.0,53.0,51.0,52.0,51.0,51.0,52.0,53.0,53.0,54.0,53.0,52.0,50.0,55.0,53.0,53.0,53.0,52.0,50.0
307,50.0,51.0,54.0,53.0,52.0,53.0,54.0,52.0,52.0,47.0,54.0,50.0,50.0,51.0,53.0,52.0,54.0,53.0,52.0,53.0,52.0,49.0,50.0,51.0,53.0,55.0,51.0,51.0,52.0,50.0,52.0,53.0,50.0,51.0,54.0,50.0,53.0,54.0,53.0,53.0,51.0,52.0,53.0,52.0,50.0,53.0,52.0,52.0,54.0,51.0,53.0,53.0
308,53.0,51.0,53.0,51.0,51.0,51.0,52.0,51.0,53.0,56.0,53.0,51.0,51.0,50.0,51.0,52.0,54.0,54.0,51.0,54.0,53.0,51.0,50.0,52.0,51.0,52.0,51.0,51.0,52.0,53.0,52.0,51.0,53.0,52.0,52.0,50.0,52.0,51.0,54.0,52.0,51.0,53.0,51.0,54.0,53.0,51.0,53.0,52.0,54.0,52.0,54.0,52.0
309,48.0,53.0,52.0,52.0,54.0,52.0,53.0,53.0,53.0,56.0,51.0,52.0,51.0,51.0,54.0,54.0,50.0,54.0,51.0,52.0,52.0,52.0,53.0,51.0,53.0,53.0,49.0,51.0,51.0,56.0,51.0,53.0,50.0,53.0,53.0,49.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,51.0,51.0,50.0,53.0,52.0,52.0
310,50.0,51.0,52.0,53.0,50.0,52.0,52.0,52.0,54.0,48.0,53.0,49.0,50.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,53.0,50.0,53.0,52.0,53.0,53.0,53.0,53.0,54.0,51.0,50.0,52.0,52.0,52.0,53.0,51.0,53.0,54.0,52.0,53.0,52.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,56.0,51.0,53.0
311,51.0,50.0,54.0,53.0,53.0,52.0,53.0,51.0,50.0,51.0,58.0,51.0,52.0,54.0,52.0,52.0,52.0,52.0,51.0,53.0,53.0,51.0,52.0,52.0,51.0,52.0,54.0,53.0,52.0,51.0,54.0,54.0,52.0,53.0,51.0,51.0,52.0,52.0,51.0,52.0,52.0,51.0,52.0,53.0,53.0,52.0,53.0,52.0,51.0,53.0,51.0,51.0
312,51.0,51.0,51.0,50.0,51.0,52.0,54.0,50.0,50.0,51.0,53.0,51.0,50.0,52.0,53.0,52.0,53.0,53.0,54.0,51.0,52.0,50.0,51.0,53.0,52.0,51.0,52.0,53.0,51.0,53.0,51.0,52.0,51.0,53.0,53.0,48.0,51.0,54.0,51.0,52.0,54.0,51.0,52.0,53.0,55.0,51.0,52.0,51.0,53.0,51.0,52.0,54.0
313,51.0,52.0,53.0,52.0,51.0,52.0,53.0,51.0,53.0,51.0,49.0,50.0,51.0,50.0,53.0,51.0,52.0,51.0,53.0,52.0,52.0,52.0,53.0,52.0,51.0,51.0,53.0,53.0,53.0,54.0,53.0,53.0,55.0,52.0,52.0,50.0,54.0,52.0,52.0,53.0,54.0,53.0,51.0,52.0,49.0,51.0,53.0,50.0,52.0,55.0,54.0,51.0
314,51.0,52.0,52.0,53.0,52.0,52.0,51.0,52.0,51.0,51.0,53.0,54.0,50.0,52.0,51.0,52.0,52.0,52.0,50.0,53.0,52.0,53.0,53.0,53.0,52.0,51.0,52.0,53.0,52.0,52.0,52.0,54.0,51.0,54.0,52.0,55.0,52.0,51.0,52.0,56.0,52.0,53.0,52.0,52.0,53.0,53.0,55.0,54.0,52.0,53.0,52.0,51.0
315,51.0,51.0,53.0,52.0,51.0,53.0,52.0,52.0,51.0,50.0,55.0,50.0,49.0,52.0,48.0,51.0,53.0,54.0,52.0,52.0,52.0,50.0,50.0,51.0,52.0,52.0,54.0,50.0,52.0,52.0,53.0,51.0,51.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,54.0,51.0,51.0,52.0
316,52.0,51.0,53.0,53.0,51.0,53.0,50.0,51.0,51.0,54.0,49.0,53.0,52.0,51.0,52.0,50.0,53.0,51.0,51.0,53.0,51.0,53.0,51.0,49.0,51.0,51.0,53.0,52.0,52.0,53.0,54.0,52.0,51.0,52.0,52.0,48.0,54.0,52.0,52.0,54.0,54.0,54.0,52.0,51.0,52.0,54.0,52.0,51.0,53.0,53.0,51.0,51.0
317,52.0,51.0,51.0,52.0,50.0,50.0,53.0,52.0,53.0,51.0,50.0,53.0,50.0,53.0,54.0,52.0,52.0,54.0,54.0,52.0,54.0,53.0,51.0,51.0,53.0,51.0,53.0,51.0,51.0,53.0,51.0,53.0,53.0,52.0,53.0,50.0,52.0,52.0,51.0,55.0,52.0,53.0,53.0,50.0,53.0,54.0,53.0,52.0,54.0,51.0,53.0,52.0
318,52.0,52.0,54.0,53.0,51.0,52.0,52.0,52.0,53.0,51.0,52.0,53.0,51.0,51.0,53.0,52.0,52.0,53.0,53.0,55.0,52.0,54.0,50.0,54.0,54.0,51.0,52.0,49.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,51.0,49.0,52.0,52.0,55.0,53.0,53.0,52.0,52.0,50.0,52.0,51.0,52.0,53.0,52.0,52.0
319,51.0,53.0,52.0,52.0,54.0,52.0,53.0,51.0,52.0,54.0,56.0,52.0,51.0,51.0,51.0,53.0,52.0,54.0,51.0,52.0,53.0,53.0,53.0,54.0,53.0,53.0,52.0,52.0,54.0,52.0,52.0,52.0,50.0,53.0,52.0,50.0,53.0,53.0,51.0,52.0,53.0,51.0,51.0,52.0,54.0,51.0,53.0,50.0,54.0,53.0,50.0,53.0
320,50.0,51.0,50.0,51.0,49.0,49.0,52.0,54.0,53.0,54.0,50.0,52.0,50.0,53.0,52.0,53.0,55.0,51.0,53.0,52.0,53.0,54.0,51.0,51.0,53.0,52.0,52.0,53.0,54.0,54.0,52.0,51.0,54.0,51.0,52.0,52.0,52.0,53.0,54.0,55.0,51.0,54.0,51.0,54.0,53.0,51.0,51.0,50.0,54.0,52.0,52.0,53.0
321,52.0,51.0,55.0,53.0,53.0,53.0,51.0,50.0,51.0,50.0,53.0,50.0,51.0,53.0,53.0,50.0,53.0,52.0,51.0,53.0,53.0,53.0,51.0,51.0,50.0,51.0,54.0,53.0,51.0,54.0,53.0,52.0,53.0,53.0,52.0,51.0,52.0,52.0,53.0,55.0,53.0,54.0,53.0,55.0,52.0,54.0,53.0,50.0,53.0,51.0,52.0,52.0
322,51.0,53.0,51.0,53.0,53.0,52.0,51.0,51.0,49.0,52.0,56.0,50.0,52.0,52.0,51.0,52.0,52.0,54.0,53.0,53.0,53.0,51.0,52.0,53.0,51.0,55.0,52.0,52.0,53.0,50.0,52.0,53.0,53.0,51.0,52.0,51.0,52.0,51.0,52.0,55.0,52.0,52.0,53.0,52.0,53.0,54.0,49.0,52.0,53.0,53.0,51.0,53.0
323,51.0,53.0,52.0,54.0,50.0,51.0,54.0,54.0,53.0,57.0,50.0,50.0,51.0,52.0,50.0,51.0,52.0,53.0,52.0,52.0,49.0,52.0,53.0,54.0,52.0,53.0,53.0,52.0,53.0,51.0,50.0,52.0,54.0,52.0,52.0,50.0,53.0,53.0,53.0,51.0,51.0,52.0,52.0,54.0,51.0,52.0,53.0,51.0,54.0,53.0,52.0,51.0
324,50.0,53.0,51.0,53.0,53.0,50.0,54.0,52.0,52.0,55.0,53.0,53.0,52.0,51.0,52.0,52.0,53.0,52.0,50.0,54.0,52.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,52.0,54.0,51.0,53.0,53.0,53.0,52.0,48.0,54.0,53.0,54.0,53.0,52.0,54.0,52.0,54.0,53.0,54.0,52.0,52.0,53.0,53.0,52.0,54.0
325,52.0,51.0,51.0,53.0,51.0,52.0,51.0,53.0,53.0,52.0,56.0,51.0,49.0,54.0,51.0,53.0,51.0,52.0,52.0,51.0,50.0,53.0,51.0,50.0,55.0,53.0,53.0,54.0,54.0,52.0,52.0,53.0,54.0,53.0,52.0,51.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,52.0,51.0,51.0,54.0,54.0,50.0,53.0
326,52.0,50.0,52.0,54.0,51.0,54.0,53.0,53.0,52.0,52.0,55.0,52.0,52.0,53.0,52.0,52.0,51.0,52.0,51.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,53.0,51.0,53.0,52.0,52.0,51.0,52.0,50.0,51.0,55.0,51.0,53.0,52.0,50.0,53.0,56.0,54.0,52.0,52.0,51.0,52.0,54.0,53.0,52.0
327,51.0,53.0,51.0,52.0,52.0,51.0,54.0,54.0,53.0,53.0,50.0,52.0,51.0,54.0,51.0,53.0,52.0,55.0,50.0,53.0,53.0,51.0,52.0,53.0,54.0,54.0,55.0,51.0,51.0,54.0,54.0,51.0,51.0,52.0,53.0,48.0,51.0,52.0,51.0,53.0,53.0,53.0,53.0,51.0,53.0,51.0,53.0,51.0,53.0,51.0,53.0,51.0
328,51.0,52.0,51.0,51.0,52.0,53.0,51.0,55.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,53.0,52.0,51.0,52.0,52.0,53.0,55.0,52.0,52.0,51.0,51.0,50.0,51.0,53.0,52.0,53.0,51.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,51.0,53.0,52.0,50.0,53.0,49.0,52.0,52.0,53.0,51.0
329,52.0,51.0,51.0,53.0,52.0,53.0,52.0,53.0,51.0,51.0,55.0,54.0,52.0,53.0,53.0,52.0,52.0,53.0,51.0,51.0,53.0,51.0,52.0,52.0,52.0,55.0,50.0,53.0,50.0,51.0,50.0,52.0,52.0,53.0,54.0,50.0,52.0,53.0,52.0,53.0,52.0,50.0,53.0,53.0,53.0,52.0,49.0,53.0,53.0,54.0,52.0,52.0
330,52.0,51.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0,54.0,54.0,52.0,51.0,53.0,54.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,51.0,52.0,53.0,54.0,53.0,52.0,55.0,54.0,49.0,53.0,52.0,51.0,54.0,49.0,55.0,51.0,52.0,52.0,54.0,54.0,53.0,51.0,54.0,53.0,50.0,53.0,53.0,52.0,52.0,50.0
331,52.0,52.0,53.0,53.0,51.0,53.0,53.0,52.0,54.0,55.0,49.0,51.0,53.0,52.0,52.0,51.0,52.0,50.0,54.0,52.0,51.0,52.0,54.0,53.0,51.0,50.0,53.0,53.0,53.0,54.0,50.0,54.0,51.0,52.0,51.0,52.0,51.0,53.0,51.0,53.0,53.0,52.0,52.0,53.0,50.0,53.0,53.0,53.0,50.0,51.0,53.0,49.0
332,51.0,52.0,51.0,53.0,52.0,50.0,55.0,51.0,52.0,51.0,51.0,51.0,52.0,52.0,52.0,52.0,53.0,51.0,51.0,53.0,53.0,53.0,51.0,52.0,54.0,53.0,53.0,53.0,51.0,47.0,51.0,51.0,50.0,52.0,50.0,52.0,55.0,51.0,54.0,53.0,52.0,53.0,52.0,52.0,53.0,50.0,51.0,50.0,50.0,52.0,54.0,53.0
333,53.0,52.0,52.0,52.0,52.0,50.0,52.0,52.0,53.0,52.0,57.0,53.0,50.0,51.0,53.0,52.0,53.0,51.0,53.0,51.0,50.0,53.0,51.0,53.0,52.0,51.0,52.0,54.0,51.0,53.0,53.0,52.0,54.0,54.0,51.0,52.0,52.0,52.0,53.0,51.0,51.0,52.0,51.0,52.0,51.0,53.0,53.0,50.0,51.0,52.0,54.0,53.0
334,54.0,52.0,52.0,52.0,51.0,53.0,53.0,51.0,53.0,53.0,52.0,52.0,50.0,54.0,55.0,51.0,53.0,51.0,52.0,51.0,52.0,52.0,51.0,53.0,51.0,55.0,52.0,53.0,52.0,55.0,50.0,51.0,53.0,55.0,52.0,49.0,51.0,52.0,53.0,55.0,50.0,52.0,52.0,51.0,50.0,54.0,53.0,52.0,50.0,52.0,51.0,53.0
335,51.0,53.0,50.0,51.0,51.0,53.0,54.0,50.0,53.0,52.0,51.0,53.0,51.0,52.0,51.0,52.0,53.0,52.0,51.0,51.0,51.0,50.0,53.0,53.0,52.0,55.0,52.0,52.0,54.0,52.0,50.0,52.0,53.0,52.0,53.0,51.0,53.0,51.0,52.0,55.0,53.0,53.0,52.0,52.0,52.0,52.0,54.0,51.0,51.0,50.0,51.0,53.0
336,51.0,52.0,52.0,52.0,52.0,54.0,54.0,48.0,51.0,48.0,56.0,51.0,51.0,53.0,53.0,51.0,54.0,51.0,52.0,52.0,51.0,53.0,54.0,52.0,51.0,53.0,51.0,53.0,52.0,50.0,52.0,53.0,53.0,52.0,52.0,52.0,51.0,53.0,55.0,52.0,52.0,52.0,53.0,54.0,50.0,53.0,53.0,53.0,51.0,53.0,52.0,53.0
337,50.0,53.0,53.0,52.0,50.0,53.0,53.0,51.0,50.0,52.0,54.0,50.0,52.0,52.0,54.0,50.0,52.0,53.0,52.0,52.0,55.0,51.0,51.0,53.0,53.0,53.0,53.0,51.0,51.0,54.0,52.0,53.0,53.0,52.0,52.0,51.0,52.0,53.0,52.0,52.0,51.0,53.0,53.0,52.0,54.0,53.0,51.0,52.0,54.0,51.0,52.0,53.0
338,51.0,53.0,53.0,53.0,54.0,54.0,51.0,53.0,52.0,53.0,52.0,52.0,53.0,52.0,51.0,49.0,53.0,51.0,51.0,53.0,50.0,52.0,54.0,53.0,52.0,52.0,52.0,50.0,53.0,55.0,52.0,49.0,54.0,51.0,52.0,52.0,53.0,53.0,54.0,53.0,53.0,50.0,54.0,53.0,54.0,55.0,54.0,51.0,53.0,52.0,52.0,51.0
339,53.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,52.0,50.0,52.0,54.0,54.0,53.0,52.0,51.0,51.0,52.0,52.0,53.0,51.0,51.0,53.0,52.0,52.0,52.0,52.0,52.0,50.0,52.0,50.0,50.0,51.0,53.0,51.0,51.0,52.0,52.0,53.0,52.0,50.0,51.0,53.0,53.0,54.0,52.0,53.0,52.0,53.0,51.0,51.0,55.0
340,53.0,51.0,52.0,53.0,52.0,53.0,52.0,54.0,51.0,50.0,54.0,50.0,50.0,53.0,50.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,51.0,53.0,52.0,52.0,53.0,51.0,51.0,51.0,52.0,53.0,50.0,53.0,52.0,54.0,52.0,52.0,51.0,52.0,53.0,54.0,53.0,50.0,51.0,51.0,52.0,53.0,52.0,52.0,53.0
341,53.0,51.0,52.0,52.0,53.0,54.0,53.0,52.0,53.0,54.0,55.0,51.0,51.0,54.0,50.0,50.0,52.0,52.0,54.0,51.0,52.0,51.0,51.0,53.0,55.0,53.0,54.0,53.0,52.0,59.0,53.0,54.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,53.0,53.0,51.0,53.0,52.0,46.0,53.0,52.0,52.0,54.0,53.0,51.0,52.0
342,55.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,55.0,53.0,49.0,52.0,51.0,55.0,54.0,51.0,52.0,52.0,52.0,53.0,54.0,51.0,50.0,52.0,52.0,53.0,52.0,52.0,49.0,55.0,51.0,49.0,53.0,53.0,50.0,49.0,52.0,51.0,52.0,51.0,54.0,51.0,54.0,52.0,51.0,53.0,53.0,50.0,50.0,50.0,51.0,54.0
343,53.0,51.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,50.0,50.0,53.0,51.0,52.0,54.0,51.0,53.0,50.0,52.0,53.0,51.0,51.0,52.0,51.0,53.0,52.0,53.0,52.0,53.0,51.0,53.0,53.0,53.0,54.0,52.0,50.0,53.0,53.0,52.0,50.0,51.0,52.0,53.0,53.0,52.0,53.0,54.0,52.0,52.0,54.0,53.0,53.0
344,51.0,51.0,50.0,51.0,51.0,53.0,52.0,53.0,52.0,51.0,54.0,54.0,49.0,52.0,53.0,51.0,52.0,52.0,52.0,53.0,54.0,52.0,54.0,53.0,51.0,54.0,53.0,52.0,53.0,51.0,53.0,52.0,52.0,54.0,52.0,51.0,51.0,52.0,52.0,55.0,52.0,52.0,54.0,55.0,52.0,53.0,51.0,54.0,53.0,55.0,53.0,54.0
345,53.0,52.0,53.0,52.0,53.0,51.0,53.0,53.0,52.0,55.0,51.0,52.0,49.0,52.0,53.0,49.0,52.0,54.0,52.0,51.0,52.0,52.0,52.0,50.0,51.0,54.0,53.0,53.0,53.0,54.0,52.0,50.0,53.0,55.0,53.0,50.0,51.0,50.0,53.0,53.0,53.0,52.0,54.0,51.0,51.0,53.0,52.0,50.0,53.0,51.0,52.0,53.0
346,53.0,50.0,54.0,53.0,52.0,53.0,53.0,50.0,52.0,51.0,50.0,53.0,52.0,51.0,52.0,51.0,52.0,52.0,51.0,53.0,51.0,54.0,53.0,50.0,54.0,55.0,53.0,51.0,52.0,52.0,55.0,53.0,53.0,54.0,51.0,52.0,53.0,54.0,50.0,53.0,54.0,52.0,52.0,52.0,52.0,54.0,54.0,52.0,51.0,50.0,51.0,52.0
347,51.0,52.0,53.0,52.0,51.0,52.0,54.0,52.0,51.0,52.0,52.0,51.0,52.0,53.0,53.0,51.0,50.0,52.0,52.0,52.0,54.0,52.0,51.0,52.0,52.0,53.0,54.0,52.0,52.0,49.0,52.0,53.0,52.0,51.0,53.0,53.0,52.0,50.0,52.0,52.0,52.0,51.0,53.0,52.0,51.0,52.0,52.0,53.0,53.0,50.0,55.0,52.0
348,53.0,52.0,53.0,52.0,53.0,54.0,53.0,54.0,53.0,57.0,53.0,53.0,53.0,53.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,54.0,53.0,53.0,51.0,52.0,50.0,52.0,52.0,54.0,51.0,50.0,52.0,52.0,51.0,53.0,52.0,51.0,52.0,54.0,53.0,51.0,53.0,53.0,51.0,50.0,52.0,52.0,53.0,50.0,55.0,53.0
349,52.0,54.0,51.0,52.0,52.0,52.0,52.0,52.0,50.0,54.0,53.0,53.0,52.0,53.0,54.0,50.0,53.0,54.0,51.0,53.0,52.0,55.0,53.0,53.0,53.0,54.0,51.0,53.0,52.0,56.0,51.0,50.0,53.0,52.0,51.0,51.0,53.0,52.0,51.0,54.0,50.0,51.0,52.0,53.0,54.0,53.0,53.0,53.0,53.0,50.0,52.0,55.0
350,50.0,53.0,53.0,52.0,52.0,51.0,55.0,53.0,53.0,50.0,48.0,53.0,50.0,53.0,52.0,54.0,52.0,51.0,53.0,55.0,53.0,54.0,51.0,52.0,52.0,53.0,56.0,52.0,53.0,49.0,50.0,53.0,53.0,52.0,53.0,53.0,54.0,52.0,52.0,53.0,53.0,52.0,53.0,51.0,51.0,54.0,54.0,50.0,51.0,50.0,52.0,50.0
351,49.0,53.0,53.0,55.0,53.0,51.0,52.0,52.0,52.0,52.0,54.0,50.0,51.0,52.0,52.0,51.0,51.0,52.0,51.0,51.0,52.0,52.0,54.0,52.0,52.0,54.0,52.0,50.0,53.0,51.0,53.0,52.0,52.0,51.0,55.0,52.0,51.0,54.0,53.0,55.0,51.0,52.0,53.0,51.0,54.0,52.0,53.0,50.0,53.0,53.0,51.0,52.0
352,51.0,53.0,52.0,51.0,54.0,52.0,51.0,53.0,53.0,54.0,54.0,51.0,49.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,54.0,51.0,51.0,54.0,53.0,51.0,53.0,51.0,54.0,52.0,51.0,52.0,51.0,51.0,50.0,52.0,50.0,54.0,52.0,51.0,51.0,53.0,53.0,53.0,51.0,51.0,52.0,54.0,51.0,49.0,53.0
353,53.0,52.0,51.0,53.0,51.0,52.0,52.0,54.0,51.0,51.0,51.0,52.0,52.0,51.0,51.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,50.0,51.0,53.0,53.0,54.0,52.0,53.0,51.0,52.0,53.0,52.0,53.0,53.0,52.0,54.0,53.0,54.0,52.0,53.0,52.0,54.0,52.0,53.0,52.0,49.0,52.0,53.0,52.0,51.0
354,52.0,54.0,51.0,52.0,52.0,52.0,53.0,51.0,52.0,50.0,52.0,53.0,53.0,53.0,54.0,47.0,52.0,54.0,52.0,51.0,54.0,53.0,51.0,52.0,51.0,53.0,53.0,53.0,51.0,51.0,49.0,53.0,53.0,51.0,53.0,50.0,53.0,53.0,52.0,53.0,50.0,52.0,51.0,52.0,53.0,52.0,51.0,53.0,52.0,51.0,50.0,52.0
355,53.0,52.0,51.0,52.0,52.0,52.0,53.0,53.0,54.0,52.0,55.0,52.0,53.0,52.0,53.0,52.0,52.0,50.0,54.0,52.0,52.0,55.0,52.0,51.0,52.0,52.0,54.0,53.0,53.0,54.0,54.0,54.0,53.0,53.0,52.0,51.0,52.0,53.0,51.0,50.0,54.0,53.0,52.0,54.0,53.0,53.0,53.0,53.0,52.0,51.0,51.0,51.0
356,52.0,54.0,52.0,55.0,53.0,53.0,51.0,52.0,50.0,56.0,52.0,52.0,52.0,52.0,52.0,56.0,52.0,51.0,53.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,55.0,53.0,53.0,51.0,53.0,50.0,50.0,52.0,54.0,50.0,54.0,53.0,52.0,53.0,53.0,55.0,50.0,52.0,52.0,53.0,53.0,53.0,53.0
357,52.0,54.0,50.0,53.0,53.0,52.0,53.0,52.0,51.0,50.0,52.0,53.0,51.0,51.0,52.0,50.0,53.0,53.0,53.0,54.0,54.0,53.0,50.0,48.0,55.0,52.0,54.0,52.0,52.0,52.0,51.0,52.0,53.0,52.0,54.0,54.0,53.0,54.0,55.0,53.0,53.0,51.0,55.0,52.0,51.0,51.0,53.0,51.0,54.0,51.0,52.0,52.0
358,54.0,51.0,52.0,52.0,53.0,53.0,52.0,55.0,51.0,50.0,53.0,51.0,53.0,49.0,54.0,51.0,54.0,54.0,51.0,54.0,51.0,52.0,52.0,51.0,53.0,52.0,52.0,52.0,52.0,51.0,52.0,52.0,54.0,54.0,52.0,54.0,52.0,54.0,53.0,51.0,53.0,54.0,54.0,54.0,54.0,52.0,50.0,49.0,52.0,51.0,52.0,54.0
359,52.0,53.0,53.0,53.0,53.0,51.0,51.0,52.0,51.0,54.0,50.0,54.0,51.0,53.0,51.0,50.0,53.0,54.0,53.0,52.0,51.0,52.0,54.0,54.0,51.0,55.0,50.0,52.0,52.0,52.0,54.0,52.0,52.0,52.0,52.0,47.0,51.0,52.0,52.0,54.0,53.0,51.0,52.0,53.0,53.0,54.0,52.0,52.0,54.0,53.0,52.0,55.0
360,52.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,56.0,53.0,51.0,51.0,52.0,53.0,54.0,51.0,54.0,53.0,53.0,53.0,53.0,51.0,52.0,51.0,53.0,54.0,53.0,52.0,51.0,53.0,52.0,53.0,53.0,52.0,52.0,53.0,53.0,51.0,54.0,51.0,51.0,53.0,54.0,54.0,51.0
361,52.0,53.0,52.0,51.0,53.0,52.0,51.0,53.0,50.0,51.0,52.0,53.0,53.0,51.0,51.0,49.0,52.0,53.0,50.0,53.0,52.0,50.0,53.0,50.0,52.0,54.0,50.0,52.0,53.0,51.0,51.0,53.0,52.0,54.0,50.0,51.0,51.0,53.0,52.0,51.0,52.0,51.0,51.0,54.0,55.0,54.0,52.0,52.0,51.0,52.0,51.0,50.0
